Sample Date,Sample Time,Depth,total_phosphorus,pH,temperature,dissolved_reactive_phosphorus,total_dissolved_phosphorus,electrical_conductance,nitrate_nitrogen,dissolved_oxygen,nitrite_nitrogen,oxygen_saturation,hardness,biochemical_oxygen_demand,total_suspended_solids,bicarbonate,dissolved_organic_carbon,chloride,total_organic_carbon,chemical_oxygen_demand,cadmium,lead,chromium,total_dissolved_solids,arsenic,calcium,turbidity,magnesium,mercury,sodium,alkalinity,potassium,zinc,iron,copper,manganese,cobalt,silica,barium,selenium,boron,uranium,fluoride,strontium,lithium,sulfate,total_solids,ammonium_nitrogen,oxidized_nitrogen,nickel,ammonia_nitrogen,Water_Quality_Class
2021-05-28,09:33,0.3,0.1829,7.2,13.3,0.1293,,191.0,0.2075,5.82,0.0072,55.0,,2.0,9.1,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,0.0277,,,,Moderate
2010-07-01,00:00,0.3,0.004,8.5,30.0,,,111.0,0.294252,7.18,0.0276,94.9861,40.2583,1.2,,29.28,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,0.321852,,,Moderate
2016-06-20,12:00,0.0,0.003,7.16,,,,27.1,0.055079096,,,,,,,,,1.61,2.2,,,,,,,3.37,,0.46,,1.12,,0.39,,,,,,,,,,,,,,,,0.00155298,,,,Good
2015-01-20,12:00,0.0,0.03,7.75,,,,171.0,5.2144554,,0.006402438,101.0,,1.7,,,2.1,,,,,,,,,,,,1.5e-05,,,,,,,,,,,,,,,,,,,0.0077649,5.225,,,Moderate
2017-04-27,,22.0,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-04-27,,0.3,0.0197999999999999,,,0.01,0.01,296.0,,14.7,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,,,Good
2013-03-26,12:00,0.0,,8.0,4.6,,,698.0,,,0.01001371791,101.4,357.0,1.7,,409.92,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,0.0600071472,2.05,,,Moderate
2011-09-20,12:00,0.3,,8.168,18.8,,,,,,,,139.0,,82.0,132.0,2.0,32.3,,,,,,,,41.0,,7.8,,25.1,,3.9,,,,,,,,,,,,,,,,,,,,Poor
2016-05-05,12:00,0.5,0.15,8.3,31.0,,,75979.0,0.036,5.6,0.021,77.4,,,118.46,,18.046,,19.911,,0.003,0.005,0.0156,60783.2,0.01,,14.4,,0.0005,,,,,,,,,,,,,,,,,,,,,0.0162,0.153,Poor
2018-01-06,00:00,0.3,,8.12,,,,,,7.6,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2009-03-17,12:00,0.3,,8.33,9.0,,,,,,,,73.0,,2.0,77.0,,7.44,,,,,,,,19.6,,5.8,,5.0,,1.5,,,,,,,,,,,,,,,,,,,,Moderate
2015-10-05,00:00,0.3,,8.05,27.0,0.105,,164.0,0.251,6.0,0.0,75.3012,119.225,0.1,,148.0,,,,30.0,,,,107.0,,,0.0,,,,121.311,,,,,,,,,,,,,,,,,,0.251,,,Moderate
2017-05-31,12:00,0.5,0.04763,8.7,22.7,,,199.2,0.082738,2.1,0.019423,95.2,91.96,2.0,18.0,,6.055,,6.055,10.0,0.0002,0.00154,0.00088,127.488,0.00139,,20.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.055642,Moderate
2016-07-14,12:00,0.5,0.142,7.66,26.4,,,421.0,0.09932296,6.8,,85.0,183.0,4.9,17.0,213.0,,,5.5,,,,,,,,,,,18.7,,,,,,,,,,,,,,,,,,0.2795364,,,,Moderate
2010-12-15,,0.3,0.025,,,0.013,,,0.2555,15.4,0.001,113.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,Good
2014-05-12,12:00,0.3,0.24,8.3,32.1,,,1148.0,1.09,8.3,0.036,113.3,465.0,5.3,7.0,,5.342,,5.342,21.9,,0.00154,,734.72,,,6.2,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.071,Poor
2011-10-27,12:00,0.3,,7.7,12.5,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2023-04-18,12:00,0.0,0.0146,7.2,6.1,,,84.5,,,,,,,,,,6.7,5.6,,6e-06,0.00015,0.00018,,0.00019,7.3,6.3,1.6,8.8e-07,6.5,17.1,1.2,0.0012,0.13,0.00083,0.0042,4.6e-05,0.89,,,,0.00015,0.12,,,,,0.01475331,0.442,0.00042,,Good
2020-08-08,,2.0,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-17,,6.0,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06,12:00,0.3,0.056,8.1,18.0,,,391.0,0.1300002106,8.7,0.00901371807,92.0,0.078,,,226.0,9.9,10.0,12.0,,,,,,,51.0,,17.0,,6.5,,2.5,,,,,,1.7,,,,,,,,,,0.0270451467,,,0.00133738,Moderate
2014-06-03,,1.0,,,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,,2.0,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-22,00:00,0.3,,6.7,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2022-04-21,12:00,0.0,,7.8,8.3,,,235.0,0.659524318992,11.8,0.008301372147,98.0,78.0,1.7,,64.66,5.6,28.4,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.12008883744,0.67,,,Moderate
2020-08-20,12:00,0.5,0.098,7.4,32.3,,,,0.02,3.6,0.021,43.0,,,44.0,,11.691,,12.926,,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,0.214,Moderate
2019-04-04,00:00,0.3,,7.5,,,,,,7.0,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2021-06-29,12:00,1.0,0.022,7.2,23.6,,,0.52,,7.9,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.618,,,,,,,,,,0.0070039398,0.16,,,Good
2019-02-20,12:00,0.3,,7.15,18.9,,,1594.0,14.28969357816,4.3,0.06008230746,,,,,353.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2017-10-16,12:00,0.3,0.017,7.2,19.8,,,1043.0,1.1116,,0.005,,644.95,,,122.85,,230.61,1.435,,0.0002,0.00154,0.00088,1512.0,0.00139,129.5,,45.13,8.999999999999999e-05,192.4,122.85,18.9,0.1383,0.0041,,0.0098,,30.4415,,,,,0.5941,,,220.177,,,,,0.03528,Moderate
2017-05-04,00:00,0.3,0.138,7.7,25.0,,,480.0,,,,2.7,208.167,9.8,,144.6,,,,17.0,,,,288.0,,,,,,,145.082,,,,,,,,,,,,,,,,,79.0,,,,Poor
1986-12-16,13:00,0.3,0.02,8.3,,0.01,0.01,849.0,0.58,11.5,0.01,97.0,,,,161.5,,,,,,,,590.0,,,2.1,,,,,,,,,,,,,,,,,,,,,,0.58,,,Moderate
2015-03-06,12:00,0.0,0.17,7.8,,,,699.0,2.6862346,,0.0457317,86.7,244.0,1.8,,229.0,3.1,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5468872,2.734,,,Poor
2015-10-01,12:00,0.3,0.480287,7.2,28.7,,,324.0,0.4888,5.3,0.0205,68.1,72.89,2.0,80.0,,2.7262,,3.5555,10.0,0.0002,0.00154,0.00088,207.36,0.00139,,75.0,,7.000000000000001e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.081296,Moderate
2003-12-17,,0.94488,0.114,,,0.043,,,,10.8,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,,,Moderate
2021-06-07,,0.5,0.016,,,,,,0.2997973254,,0.00609756,,226.0,1.5,,,,,,,,,,,,,,,,,0.0580246913580247,,,,,,,,,,,,,,,,,0.069573504,,,0.00246735,Moderate
2015-05-27,,0.3,0.045119,,29.5,,,426.0,0.927261,5.55,0.013775,71.6,160.13,2.1,66.0,,1.907,,2.828,61.75,0.0002,0.00154,0.003771,272.64,0.00139,,28.3,,0.000112,,,,,,,,,,,,,,,,,,,,,0.003767,0.214467,Poor
2004-03-01,00:00,0.3,0.001,7.8,24.5,,,196.0,0.798684,8.14,0.0138,96.7867,60.125,0.6,,72.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812484,,,Moderate
2012-05-09,12:00,0.3,,7.55,13.8,,,,,,,,,,25.0,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2011-02-08,12:00,0.3,,7.63,10.1,,,,,,,,460.0,,59.0,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2011-06-10,12:00,0.3,,7.6,15.3,,,,,,,,,,2.0,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2020-11-06,00:00,0.3,,8.3,,,,276.0,,8.2,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2018-02-27,12:00,0.3,0.30471,8.4,27.5,,,419.0,0.149682,11.21,0.01491,138.6,200.033,2.0,10.0,,1.192,,1.65,10.0,0.0002,0.00154,0.0285,268.16,0.024,,0.9,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0398,0.069459,Moderate
2015-05-25,12:00,0.3,0.07503,8.1,32.3,,,5010.0,0.045603,10.5,0.002989,140.1,432.6,2.0,15.0,,0.088,,0.088,19.04,0.0002,0.00154,0.00088,4008.0,0.00139,,6.4,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.042429,Moderate
2011-05-03,12:00,0.0,0.059,7.2,,,,740.0,3.611744,7.5,0.007926828,79.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1009437,,,,Moderate
2016-04-04,12:00,0.3,4.255572,7.8,22.8,,,737.0,0.012797,1.86,0.003095,24.4,148.61,2.0,10.0,,7.2205,,8.5615,10.0,0.0002,0.00154,0.00088,471.68,0.0201,,3.8,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,26.447897,Moderate
2012-08-23,12:00,0.3,,8.2,16.3,,,,,,,,,,26.0,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2018-06-21,00:00,0.3,,6.9,,,,,,6.3,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2018-08-29,,0.5,0.08,,,,,,0.01805872,9.4,0.00304878,99.0,,,23.0,,9.1,120.0,,,2e-05,0.0003,0.001,23.0,0.001,,,,2e-05,,,,0.002,2e-08,0.0029,0.0034,0.00017,1.0,0.049,0.0002,,0.00055,,,,,,0.0232947,,0.0026,,Moderate
2015-04-17,12:00,0.0,,8.4,,,,454.0,0.3611744,9.7,0.00304878,,282.0,1.0,8.0,,,23.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155298,,,,Moderate
2017-01-30,,0.5,0.423986,,,,,,0.58642532924,12.5,0.004548383419,92.3002,,,64.0,210.0,3.25,96.0,,,3.74e-05,5.41e-05,0.000161,64.0,0.00136,80.1,,12.3,4.79e-07,56.6,,,0.0052,1.54e-06,0.00228,0.0431,0.000183,,0.0753,0.000219,0.0635,0.000824,0.00013,0.523,0.0146,,,0.12661989483,,0.00155,,Moderate
2021-12-14,,0.5,0.06,,,,,,0.14446976,,0.01829268,,,,,,,420.0,,,3e-05,0.0003,0.0005,,0.00067,,,,1e-05,320.0,,18.0,0.0036,,0.0015,0.53,0.0002,,0.092,0.0011,,0.00096,,1.0,,,,0.6833112,,0.0025,,Moderate
2010-12-08,12:00,0.3,,7.05,0.0,,,,,,,,,,1.05,,,,,,,,,,,5.95,,1.6,,8.35,,1.5,,,,,,,,,,,,,,,,,,,,Good
2015-02-24,12:00,0.3,0.0725,6.8,22.6,,,1229.0,1.2552,7.0,0.042,72.68,714.4,2.01,26.0,,1.585,,1.958,19.87,0.0002,0.00154,0.00088,786.56,0.00139,,0.19,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.3936,Moderate
2022-10-04,12:00,0.3,5e-05,7.8,18.6,,,533.0,2.100003402,4.6,0.06402438,49.0,210.0,3.0,10.0,,2.2,25.0,,,4e-05,0.00036,0.002,,,59.9,,14.7,2e-05,19.1,,2.9,0.01,0.05,0.005,0.0089,,,,,,,,,,,,0.0310596,,0.0044,0.00411225,Moderate
2021-07-12,00:00,0.3,,7.3,,,,51.0,,5.7,0.01,,,,,51.1,,,,,,,,26.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2002-08-01,00:00,0.3,,7.8,27.0,,,140.0,,6.4,,80.3213,44.0,0.95,,28.7,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,0.96,,,Moderate
2007-08-09,,0.3,,,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,12:00,0.3,0.04126,8.4,25.1,,,682.0,0.502097,9.04,0.004436,116.2,203.714,2.0,10.0,,0.198,,0.198,10.0,0.0002,0.00154,0.0023,436.48,0.00139,,1.5,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.086621,Moderate
2009-04-15,12:00,0.3,,8.0,12.4,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2023-05-02,,0.5,0.04,,,,,,0.2708808,6.68,0.00914634,64.8,,,,,9.2,130.0,,,3e-05,0.0003,0.0005,5.0,0.0003,,,,1e-05,67.0,,5.4,0.003,,0.0014,0.18,0.0002,,0.034,0.00035,0.11,0.00059,,0.48,,,,0.04969536,,0.0011,,Good
2019-11-12,12:00,0.0,0.0093,7.22,5.0,,,151.0,,12.9,,,,,1.1,,,14.0,9.8,,6.8e-05,0.0001,0.00012,,0.00029,13.0,1.4,2.9,1e-06,11.0,24.9,2.0,0.0018,0.19,0.00098,0.047,0.00012,1.9,,,,8.9e-05,0.21,,,,,0.0310596,0.311,0.00076,,Good
2009-12-02,12:00,0.3,,7.6,7.6,,,,,,,,203.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2014-03-10,12:00,0.3,0.109,8.5,21.0,,,392.0,0.057,8.73,0.002,99.8,210.8,3.5,7.3,,0.088,,0.088,51.58,0.0002,0.00154,0.00088,250.88,0.00139,,1.2,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.131,Moderate
2014-11-18,13:40,0.3,0.009,4.87,,,,31.9,0.02,,,,,,,,,,13.4,,0.0001199999999999,0.00044,0.00017,,8e-05,0.57,2.4,0.57,,3.51,20.0,0.4,0.00368,0.31,0.00068,0.034,0.0001199999999999,,0.003,6e-05,0.01,0.0001799999999999,,0.007,,,,,,0.00028,,Good
2012-11-20,12:00,0.5,0.891,8.28,26.61,,,33828.0,0.237,7.77,0.021,109.2,,,12.0,,9.81,,26.98,,,,,27062.4,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,0.37,Poor
2015-02-16,12:00,0.0,,8.52,,,,527.0,0.4740414,10.15,0.00304878,,300.0,1.15,6.0,,,15.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.388245,,,,Moderate
2022-03-03,,0.0,0.08,,,,,,5.417616,,0.01829268,,,,,249.0,,28.0,,,,,,,,95.0,,5.2,,15.0,,,,,,,,,,,,,,,0.00595,,,0.1242384,24.06,,,Poor
2019-03-14,,0.0,,,,,,,0.719481075264,,0.004606401702,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,Moderate
1976-09-01,,0.3,,,,,,194.0,,0.0,,,120.242,,,161.04,,,,,,,,194.0,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,Moderate
2011-12-05,12:00,0.3,,8.05,5.0,,,,,,,,320.0,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-10-01,,0.3,,,,,,905.017921146953,4.288946,2.5,0.001829268,,,,,,,41.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00621192,,,,Moderate
2012-05-23,12:00,0.3,,7.2,12.0,,,,,,,,,,9.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2012-08-07,12:00,0.0,0.039,8.39,,,,441.0,2.196617554,10.37,0.014024388,,,,,,1.453,10.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04115397,,,,Moderate
2011-12-14,12:00,0.3,,8.3,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2006-03-01,00:00,0.3,,7.6,23.0,,,390.0,0.16,6.74,0.0,78.5731,106.183,0.93,,135.0,,,,,,,,,,,,,,,110.656,,,,,,,,,,,,,,,,,,0.16,,,Good
2022-03-02,,0.0,,,,,,,0.112867,,0.00304878,,,,,256.0,,22.0,,,,,,,,96.9,,21.2,,13.1,,,,,,,,,,,,,,,,,,0.0077649,0.5,,,Good
2011-09-14,12:00,0.0,0.009,8.3,,,,227.0,0.40970721,,0.000914634,,,,,,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01630629,,,,Moderate
2011-05-10,12:00,0.3,,7.55,18.6,,,,,,,,,,7.4,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2020-08-07,,0.5,0.11,,,,,,0.12302503,10.6,0.0048475602,122.0,,,,170.0,,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232947,,0.00093,0.0016,Moderate
1996-03-01,00:00,0.3,,8.1,23.5,,,574.0,,,,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2012-12-20,,1.0,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-21,12:00,0.3,,7.74,17.0,,,890.0,,7.2,,74.699997,,5.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2016-03-09,12:00,0.0,,7.9,5.9,,,337.0,0.2300003726,11.9,0.003963414,96.0,158.0,1.0,,159.82,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,Good
2019-06-20,12:00,0.0,0.01,8.4,14.9,,,252.3555,0.19985585424,10.1,0.004005487164,100.0,,,,147.62,5.0,,,,,,,,,,,,,,,,,,,,,0.41481275,,,,,,,,,,0.02001480624,0.2,,,Moderate
2014-10-01,,12.0,,,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,12:00,0.0,0.01,6.2,11.5,,,85.0,0.099774428,9.8,0.00399999936,100.0,,,,12.2,8.08,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02960135178,0.2,,,Good
2012-07-04,12:00,0.3,,7.0,19.5,,,,,,,,114.0,,23.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2019-10-01,,1.0,,,,,,734.767025089606,2.934542,3.0,0.001829268,,,,,,,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00621192,,,,Moderate
2014-02-13,12:00,0.0,0.02,8.2,,,,594.0,11.8736084,,0.00914634,97.1,,0.8,,,2.4,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00310596,11.891,,,Moderate
2019-05-06,,0.3,0.172,,,0.051,0.064,,1.0995,8.2,0.023,87.0,,,,91.1,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,Poor
2011-09-26,12:00,0.3,,8.1,19.1,,,,,,,,253.0,,6.0,272.0,2.46,34.0,,,,,,,,94.5,,4.3,,19.4,,3.2,,,,,,,,,,,,,,,,,,,,Moderate
1997-01-01,,0.0,0.004,,,,,22.4,0.155079258,,,,,,0.85,,,,1.2,,3e-05,0.0002,0.0005,,0.00035,,,,1e-06,,,,0.0033,,0.0005,,,,,,,,,,,,,0.02018874,,0.0005,,Good
2018-02-07,12:00,0.3,0.1262,7.1,24.8,,,315.0,1.4399,4.7,0.1251,57.1,,4.56,16.0,,1.299,,2.009,43.04,0.0002,0.00154,0.00088,201.6,0.00139,,1.5,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.3704,Moderate
2018-06-05,00:00,0.3,,7.1,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2017-11-28,,0.0,0.04,,,,,,,10.1,,,302.0,2.0,40.0,,,19.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2011-10-25,12:00,0.3,,7.48,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2012-12-07,12:00,0.3,,7.8,5.9,,,,,,,,,,13.0,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2016-06-24,,1.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,,1.0,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,,0.5,0.22,,,,,,0.00112867,8.3,0.000304878,91.0,,,,,,391.0,,,5e-05,0.0001,,,,,,,2e-05,,,,,,0.00092,,,,,,,,,,,,,0.01708278,,0.0028,0.01,Good
2012-09-17,12:00,0.3,,8.1,17.2,,,,,,,,177.0,,2.0,190.0,,5.9,,,,,,,,64.0,,4.9,,5.1,,1.17,,,,,,,,,,,,,,,,,,,,Moderate
2012-07-12,12:00,0.3,,8.25,13.6,,,,,,,,,,4.2,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2015-09-16,12:00,0.0,0.01,8.2,14.3,,,234.2655,,9.8,0.00399999936,96.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0155298,0.31,,,Moderate
2019-05-06,12:00,0.3,0.05,8.56,12.6,,,374.3,0.1100001782,12.1,,114.0,,,,181.0,,2.1,9.4,,,,,318.5,,,,,,,,,,,,,,,,,,,,,,,,0.010016721,,,,Moderate
2019-11-29,00:00,0.3,,7.1,,,,,,,,,,,,17.1,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2018-10-17,,3.0,,,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-02,10:15,0.3,0.0046,7.9,-1.0,,0.003,152.0,,,,,75.0,,,,1.4,,,,5e-06,0.000165,0.000126,,0.00044,,0.4,,,,,,5e-05,0.0444,0.00109,0.00126,3.8e-05,,0.0218,0.00017,0.0056,0.000182,,0.14,0.0006,,,,,0.0001199999999999,,Good
1990-11-07,,0.3,0.14,,,0.06,0.05,,1.77,9.2,0.03,78.0,,,,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,Poor
2014-03-11,12:00,0.3,,8.3,5.0,,0.08,,0.7449222,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2015-06-29,12:00,0.3,0.1851,8.2,28.0,,,281.0,0.3878,4.95,0.0107,62.7,148.0,3.65,109.0,,1.601,,1.601,10.0,0.0002,0.00154,0.00088,179.84,0.00139,,85.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.143796,Moderate
2018-11-19,12:00,0.5,0.0369,8.4,19.7,,,38900.0,0.02,2.8,0.021,34.0,,,103.0,,8.079,,8.756,,0.003,0.005,,31120.0,0.01,,20.0,,0.0005,,,,,,,,,,,,,,,,,,,,,0.00178,0.379,Poor
2013-09-17,,3.0,,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-07,12:00,0.3,,7.8,14.2,,0.3,534.0,5.7110702,9.4,,,340.0,2.1,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2023-02-01,12:00,0.3,,7.8,11.2,,,,,10.2,,92.0,325.0,,,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2012-12-20,,26.0,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-11,12:00,0.2,0.122,7.3,,,,297.0,0.12189636,10.2,0.0018597558,,,1.0,,,,,,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2017-06-28,12:00,0.0,0.017,7.2,,,,78.1,,,,,,,3.4,,,,8.3,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,0.03183609,2.1,,,Moderate
2023-10-17,12:00,0.0,0.04,7.5,17.0,,,473.0,1.8284454,7.1,0.00914634,77.0,215.0,2.5,1.0,316.0,,18.0,,6.0,,,,,,76.0,,6.0,,,,,,,,,,,,,,,,,,,,0.0232947,,,,Moderate
2014-03-21,,11.0,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19,,0.5,0.2342,,27.4,,,217.0,1.4884,,0.0827,,216.06,2.0,305.0,,6.463,,10.5852,41.98,0.0002,0.00154,0.0226,138.88,0.0129,,40.0,,0.0004,,,,,,,,,,,,,,,,,,,,,0.0125,0.4278,Poor
2020-11-10,00:00,0.3,,8.2,,,,254.0,1.8,6.2,,,,1.2,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2014-04-28,12:00,0.3,,7.59,,,,655.0,11.963902,8.7,0.00304878,,320.0,,,310.0,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01320033,,,,Moderate
2016-02-04,12:00,0.0,0.12,8.3,3.0,,,464.0,8.494257553,10.1,,,,3.2,33.0,,,,8.27,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08401000608,,,,Poor
2018-07-26,,4.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-23,12:00,0.3,0.05,8.2,11.5,,,540.0,0.50112948,10.7,9.14634e-05,99.0,320.0,2.0,2.0,,2.0,17.0,,5.0,0.00015,0.0006,0.005,,0.0032,91.6,,,1e-05,,,,,,,,,,,,,,,,,,,,,0.003,,Moderate
2014-08-01,00:00,0.3,,7.12,21.0,,,64.5,,,,,47.3083,,,48.8,,,,,,,,43.0,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,Good
2014-06-17,,3.0,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,,0.5,0.025,,,,,,0.0112867,9.62,0.00304878,102.0,,,46.0,140.0,6.5,127.0,,,2e-05,3e-05,0.000105,46.0,0.00065,63.0,,16.0,2.72e-07,81.0,,10.0,0.0115,0.002,0.00102,7.89e-05,7.78e-05,,0.0341,9.91e-05,0.0972,0.000629,0.000149,0.376,0.00909,,,0.009395529,,0.00155,,Good
1986-03-01,00:00,0.3,,8.2,,,,337.0,,,,,146.667,,,176.0,,,,,,,,250.0,,,,,,,144.262,,,,,,,,,,,,,,,,,,,,,Moderate
